simdikilerde şimdikilerde
batirmadan batırmadan
tarziyla tarzıyla
muslumanim müslümanım
duyarim duyarım
yureğıne yüreğine
yapimciliginda yapımcılığında
görüstükleri görüştükleri
uzamis uzamış
olusturabilir oluşturabilir
zanliyla zanlıyla
oynamisti oynamıştı
şartsiz şartsız
Tumen Tümen
buyuyecek büyüyecek
suruye sürüye
etmemisler etmemişler
yalakaliklari yalakalıkları
yaptin yaptın
tebessumlerler tebessümlerler
satirlari şatırları
gitmeseymis gitmeseymiş
durmayacaktir durmayacaktır
sorgulanmasi sorgulanması
çikartsa çıkartsa
yaptiği yaptığı
yasin yasın
yasim yasım
Hatirlayacaginiz Hatırlayacağınız
elıt elit
ispatlandi ispatlandı
Salo Şalo
değistiriyor değiştiriyor
fılmındeki filmindeki
maceranin maceranın
ummayin ummayın
harcadiklarini harcadıklarını
gordukce gördükçe
Izleyebilseydim İzleyebilseydim
bulasmam bulaşmam
sinifina sınıfına
bakilirdi bakılırdı
battıgında battığında
sikilmazsiniz sıkılmazsınız
VERICI VERİCİ
agirlikta ağırlıkta
siradanligin sıradanlığın
klonlamanin klonlamanın
karsilayamayan karşılayamayan
uzaklastirdi uzaklaştırdı
emeginin emeğinin
oynadigini oynadığını
kullananlarin kullananların
iscisi işçisi
yatkin yatkın
Idol İdol
insanligi insanlığı
begenmemeleri beğenmemeleri
cekimler çekimler
fallik fallık
mizin mızın
yapilmis yapılmış
sıkıldıgınız sıkıldığınız
insanliga insanlığa
baslamiyor başlamıyor
taniyan tanıyan
arasindayim arasındayım
sipaydi sıpaydı
programlarini programlarını
Liyakatsızlığın Liyakatsizliğin
basaramayan başaramayan
cekilse çekilse
sikmadan sıkmadan
DIYENLERE DİYENLERE
duygusalligin duygusallığın
sonrayaymis sonrayaymış
arttigi arttığı
muzipligine muzipliğine
kaslarina kaşlarına
doldurulmamis doldurulmamış
uyarlandigi uyarlandığı
Ilham İlham
yakinligin yakınlığın
bekliyorlardi bekliyorlardı
birlestirebilirler birleştirebilirler
sollamıs sollamış
varsayiyorum varsayıyorum
bulmaliyiz bulmalıyız
soydaşlarimizin soydaşlarımızın
çikarip çıkarıp
almadigi almadığı
begenenler beğenenler
idolleşiyorlardı idolleşiyorlardi
cikmayi çıkmayı
DINSIZ DİNSİZ
cevrilmis çevrilmiş
vermemistim vermemiştim
aglamaktan ağlamaktan
icleriniz içleriniz
surukleyici sürükleyici
guvene güvene
düsmanligi düşmanlığı
içerigiyle içeriğiyle
Kaliç Kalıç
calışacağım çalışacağım
topraklari toprakları
arsıve arşive
FILMINDEN FİLMİNDEN
saglanmis sağlanmış
halkin halkın
cekmislerdi çekmişlerdi
Hafizamdan Hafızamdan
ovgulerle övgülerle
batirdiklari batırdıkları
islenis işleniş
kirptirmiyor kırptırmıyor
hatiralarini hatıralarını
SENSIN SENSİN
safak şafak
buyunun büyünün
kavrayamamiş kavrayamamış
yakışmıs yakışmış
eglenilebilecek eğlenilebilecek
sizofrenik şizofrenik
hizlandirilmis hızlandırılmış
verebilisiniz verebilişiniz
oksayan okşayan
duragan durağan
mantiksizdi mantıksızdı
disin dışın
anlamadiklarini anlamadıklarını
almanizdir almanızdır
Gorebileceğiniz Görebileceğiniz
geçmis geçmiş
gosterdiği gösterdiği
değıcı değici
çagimizin çağımızın
kufurden küfürden
yapacaginizi yapacağınızı
çikartmis çıkartmış
yasanmisligin yaşanmışlığın
tanişan tanışan
iisi ıısı
inancin inancın
görecegimiz göreceğimiz
kirikligi kırıklığı
obusu obüsü
gösterebilecegini gösterebileceğini
mantiksizca mantıksızca
zekasiyla zekasıyla
hukmedemeyen hükmedemeyen
yazdiklarima yazdıklarıma
Idir Idır
İCİN İÇİN
degisip değişip
zorlayip zorlayıp
baglamlar bağlamlar
opusmesi öpüşmesi
şanli şanlı
ayrintilarindan ayrıntılarından
izleyeceginize izleyeceğinize
savaşacaği savaşacağı
çikardi çıkardı
yapacaksiniz yapacaksınız
azalmasin azalmasın
batirilma batırılma
yansıtılmamıs yansıtılmamış
işcilik işçilik
çalinti çalıntı
basrolü başrolü
sevindigim sevindiğim
olmayani olmayanı
dayisinin dayısının
calismaz çalışmaz
çikartir çıkartır
YAPİM YAPIM
çalisilmaliydi çalışılmalıydı
basariz basarız
Virmani Virmanı
çikartin çıkartın
çikarilmis çıkarılmış
yapamamıslar yapamamışlar
komutani komutanı
rolünu rolünü
cikmasi çıkması
calismak çalışmak
yapamamis yapamamış
yakisirmis yakışırmış
ogullarindan oğullarından
yapilmaz yapılmaz
des deş
dokunmus dökünmüş
disel dişel
Togan Toğan
çatti çattı
harmanlanmişti harmanlanmıştı
saçmalamislar saçmalamışlar
yansitilamadigini yansıtılamadığını
aliskanligi alışkanlığı
abartidan abartıdan
Irakli Iraklı
Çerkesler Çerkeşler
telasli telaşlı
çevirmisler çevirmişler
dogrularini doğrularını
fılmiydi filmiydi
Kliseden Klişeden
zaaflari zaafları
ölmedigini ölmediğini
adamindan adamından
tanısıncaya tanışıncaya
savaslarda savaşlarda
algiladim algıladım
formlari formları
saçmaydi saçmaydı
agirdi ağırdı
inanılmazdi inanılmazdı
çocukluga çocukluğa
nitelendirmis nitelendirmiş
evliligin evliliğin
hayatlarinin hayatlarının
girdiginizi girdiğinizi
disina dışına
Gasılhaneden Gasilhaneden
ortamlarin ortamların
düsmüsken düşmüşken
elestirilerinden eleştirilerinden
serpistirilen serpiştirilen
butceden bütçeden
calarini çalarını
edesı edesi
Cizmiş Cızmış
zamanimda zamanımda
iini ıını
olacaklarin olacakların
hastaligin hastalığın
isigina ışığına
dramatiklesiyor dramatikleşiyor
hasilati hasılatı
harcanacagını harcanacağını
Rüzgârin Rüzgârın
tuylerim tüylerim
elestirenler eleştirenler
Bizimlasın Bızımlasın
müthisti müthişti
cekilir çekilir
dolce dölce
Dollun Döllün
kitliyor kıtlıyor
olmedi ölmedi
yazarsiniz yazarsınız
saçmalik saçmalık
tirmanip tırmanıp
hapisin hapısın
anlatamamislar anlatamamışlar
baslarsaniz başlarsanız
acimasiz acımasız
Hira Hıra
grafigi grafiği
sinamadaki sınamadaki
tasidiklari taşıdıkları
hicsiniz hiçsiniz
yararlanmis yararlanmış
öldürecegim öldüreceğim
hayraniz hayranız
turklerde türklerde
cevirilere çevirilere
yapismis yapışmış
kurnazlıgı kurnazlığı
buze büze
yetmezmis yetmezmiş
yerlestirilmemeli yerleştirilmemeli
baglandigini bağlandığını
sigmayacak sığmayacak
gormesini görmesini
calmis çalmış
soyunmus soyunmuş
bıldıgın bildiğin
aldigi aldığı
kizkardesini kızkardeşini
anladiysa anladıysa
hizlanmaya hızlanmaya
HİRİSTİYANLIK HIRİSTİYANLIK
seriside şeriside
degerlendirildi değerlendirildi
gorunmesini görünmesini
ERTESI ERTESİ
cekişen çekişen
KESINLIKLE KESİNLİKLE
degerlendirdi değerlendirdi
gercekciligini gerçekçiliğini
ibrani ibranı
karizmadir karizmadır
kemigiyle kemiğiyle
suikastının suikastinin
baskinindaki baskınındaki
gozumu gözümü
düsünür düşünür
düsünüp düşünüp
cekebiliriz çekebiliriz
savaslarinin savaşlarının
gulecek gülecek
bayilacagi bayılacağı
danısılıp danışılıp
ısledıgımı islediğimi
karşılaşacagım karşılaşacağım
isinlanmayi ısınlanmayı
kayitla kayıtla
yaşiyor yaşıyor
Dumlupinar Dumlupınar
siradisiydi sıradışıydı
olene ölene
sapmasi sapması
sevke şevke
çikartmak çıkartmak
bahsetmisler bahsetmişler
dukkaninda dükkanında
düsürürken düşürürken
kotuleyenler kötüleyenler
arttıriyor arttırıyor
olmaniza olmanıza
ugrastiniz uğraştınız
tarafsizlik tarafsızlık
egreti eğreti
gostermenizden göstermenizden
düstügü düştüğü
CEZBEDICİ CEZBEDİCİ
süpheler şüpheler
ustaligin ustalığın
verilebilirmis verilebilirmiş
marjinallik marjinallık
siradanlastirmasi sıradanlaştırması
yürütüsünü yürütüşünü
daglarda dağlarda
planlari planları
guldunuz güldünüz
ekşın ekşin
cektigini çektiğini
sigdirmis sığdırmış
Izlenilebilir İzlenilebilir
etkileyıciydi etkileyiciydi
Bengalli Bengallı
yazsinlar yazsınlar
sigligi sığlığı
sergilemis sergilemiş
rüyasinda rüyasında
Borte Börte
hırsli hırslı
çalismis çalışmış
bütünlügü bütünlüğü
cattiginda çattığında
birakmadiği bırakmadığı
piti pıtı
yasayamayiz yasayamayız
Matti Mattı
gulumsemeyi gülümsemeyi
hatirlayacagim hatırlayacağım
pita pıta
yildizinin yıldızının
anlayamadıgımız anlayamadığımız
gerceklesmesi gerçekleşmesi
Piyasadakı Piyasadaki
asigi aşığı
produksiyon prodüksiyon
donemlerin dönemlerin
anlayayim anlayayım
atlamislar atlamışlar
duymanizi duymanızı
kalisini kalışını
işiginda ışığında
yerlestirebilecegim yerleştirebileceğim
muhtacız muhtaçız
duymaniza duymanıza
sevincleri sevinçleri
koyuldugumuz koyulduğumuz
izlemisligim izlemişliğim
konusturmustu konuşturmuştu
anlattigi anlattığı
izlememistir izlememiştir
gorucuye görücüye
mubahtır mübahtır
alkisliyoruz alkışlıyoruz
yaslarindaki yaşlarındaki
izlememistim izlememiştim
Isabelle İsabelle
biraktigimiz bıraktığımız
Carina Carına
Isabella İsabella
değinmeyecegim değinmeyeceğim
yüzlesme yüzleşme
cekımde çekimde
yaklasanlar yaklaşanlar
yermis yermiş
guldugu güldüğü
yayinlanmis yayınlanmış
çikarmış çıkarmış
alkisliyorum alkışlıyorum
gulenler gülenler
basariliydilar başarılıydılar
çarşafli çarşaflı
almanlarin almanların
Yurekten Yürekten
birlestirmis birleştirmiş
başrolun başrolün
tanimaya tanımaya
degerlerinden değerlerinden
alinmamaliydi alınmamalıydı
temasinin temasının
yorumlamis yorumlamış
arayi arayı
vuramiyor vuramıyor
yapabilecegiz yapabileceğiz
burjuvayi burjuvayı
gorebilecegi görebileceği
süpheye şüpheye
kazanamamistir kazanamamıştır
alikoyamadigim alıkoyamadığım
etrafima etrafıma
fotografçısı fotoğrafçısı
sonlarin sonların
korkutmayi korkutmayı
çabasinin çabasının
kitmis kıtmış
esnekligiyle esnekliğiyle
öpüşuyor öpüşüyor
kattigi kattığı
Sutler Sütler
anlayacagi anlayacağı
yanlislik yanlışlık
Hardi Hardı
sonuçlanmasi sonuçlanması
Millerın Millerin
ferahlaticiligindan ferahlatıcılığından
ağlatti ağlattı
berrakliginda berraklığında
gosterimde gösterimde
sarkisindan şarkısından
sakatlaniyor sakatlanıyor
gitseymis gitseymiş
esınlenıp esinlenip
umitsiz ümitsiz
panayir panayır
aglarla ağlarla
topraklarimizda topraklarımızda
sarip sarıp
kekemeligi kekemeliği
damgasini damgasını
gecilmis geçilmiş
Aradiğiniz Aradığınız
duygusaldi duygusaldı
dönüsen dönüşen
yapmistim yapmıştım
bilmisligini bilmişliğini
yildizlarindan yıldızlarından
rapçi rapçı
kizsak kızsak
reklamlari reklamları
hatirlamayacagi hatırlamayacağı
esinlenilmis esinlenilmiş
calmak çalmak
uyarlamasini uyarlamasını
yaslanmamalari yaslanmamaları
Korsanlari Korsanları
Ispanya İspanya
hikayesınden hikayesinden
bulacagını bulacağını
uyarlamasina uyarlamasına
seyrettıgım seyrettiğim
hayatinizdan hayatınızdan
fragmanlarini fragmanlarını
ögrenince öğrenince
meraklilarina meraklılarına
baslangiç başlangıç
vucuduyla vücuduyla
kovaliyor kovalıyor
öldurur öldürür
ayrintilara ayrıntılara
yilmamazligi yılmamazlığı
toplarin topların
yarisarak yarışarak
patlamadigi patlamadığı
yakistirabiliyor yakıştırabiliyor
Dondü Döndü
gorelım görelim
dagitti dağıttı
siyasilesmis siyasileşmiş
düsünceleri düşünceleri
uzayin uzayın
gerekırse gerekirse
kosusturmada koşuşturmada
aglarim ağlarım
düsüncelere düşüncelere
Kartallari Kartalları
Patinkin Patınkin
Anitkabire Anıtkabire
hastaligini hastalığını
YİLDİZ YILDIZ
basitlestirilmis basitleştirilmiş
alisabilmek alışabilmek
İii Iıı
edilebildigi edilebildiği
andi andı
olecekler ölecekler
guzeldi güzeldi
Iphone İphone
taninmamis tanınmamış
ağlanılmasi ağlanılması
tamamliyor tamamlıyor
calisinca çalısınca
akimlarini akımlarını
yaratiklar yaratıklar
goreceginiz göreceğiniz
Intern İntern
akimlarina akımlarına
baktigimizda baktığımızda
makyajlari makyajları
cikmadi çıkmadı
anlamsizdi anlamsızdı
yargisiz yargısız
figuranlari figüranları
degiskenin değişkenin
guluyorum gülüyorum
çalismak çalışmak
dönüstürmeden dönüştürmeden
figuranlara figüranlara
cisini çişini
Izledikten İzledikten
eglenmelik eğlenmelik
berbatlasan berbatlaşan
Yavaslamasini Yavaşlamasını
dügümün düğümün
okuyamadim okuyamadım
oldurmeyi öldürmeyi
fikralarindan fıkralarından
hastayim hastayım
çabasinda çabasında
yerlesmesinin yerleşmesinin
bazilarimiz bazılarımız
cirkinlikleri çirkinlikleri
baktigimizca baktığımızca
birakmis bırakmış
begenildigini beğenildiğini
sahnesıydı sahnesiydi
İftarlik İftarlık
kizmayin kızmayın
raslantilar raslantılar
anlamsizca anlamsızca
ispatlamis ispatlamış
yasandigini yasandığını
hayranlik hayranlık
cisimi çişimi
acisinda açışında
hissiyatina hissiyatına
cisime çişime
saçmaliklari saçmalıkları
bildigimden bildiğimden
ugrayacaktır uğrayacaktır
Temizlikcilerin Temizlikçilerin
yildizdir yıldızdır
yayinlanmaz yayınlanmaz
goruntulerıne görüntülerine
kullanilmistir kullanılmıştır
dagliyor dağlıyor
Ipod İpod
yureğimize yüreğimize
evladinin evladının
ogretelım öğretelim
dusundurucuydu düşündürücüydü
yayinlayanina yayınlayanına
düşündügümden düşündüğümden
Takimdaki Takımdaki
secimlerindeki seçimlerindeki
begenilmezse beğenilmezse
arkadaşimla arkadaşımla
kisimlari kısımları
zaaflarin zaafların
comun çömün
anlamayacaginiz anlamayacağınız
harcayacaginiza harcayacağınıza
karsilasip karşılaşıp
izlemisimdir izlemişimdir
lıyı liyi
açikcası açıkçası
sarkik sarkık
fragmanlarin fragmanların
çagin çağın
kuruldugunu kurulduğunu
Matin Matın
calisiyorsunuz çalışıyorsunuz
basmadigini basmadığını
isleyisi işleyişi
çabaniz çabanız
Basvezire Başvezire
bayagida bayağıda
aksamima akşamıma
sikilmadiginiz sıkılmadığınız
açayim açayım
siritmiyordu sırıtmıyordu
babalarınizi babalarınızı
yaftalayacaklardir yaftalayacaklardır
yanlislar yanlışlar
SERISI SERİŞİ
oldurebilirdi öldürebilirdi
cikabilirdi çıkabilirdi
ızledigim izlediğim
geçmistir geçmiştir
BEKLIYORUZ BEKLİYORUZ
GERCEKLERI GERÇEKLERİ
asagilamak aşağılamak
farkedecegiz farkedeceğiz
baglanip bağlanıp
dovusmeleri dövüşmeleri
bagimsiz bağımsız
canlandirmayi çanlandırmayı
ıyıde iyide
söhretin şöhretin
bulunmuslar bulunmuşlar
gögüslerini göğüslerini
takilmiyorum takılmıyorum
takipcisi takipçisi
canlandirmaya çanlandırmaya
gögüslerine göğüslerine
yillarini yıllarını
Canısı Canisi
çalismanin çalışmanın
yikiliyor yıkılıyor
bakislarla bakışlarla
yunani yunanı
uzaklasmalarini uzaklaşmalarını
uzaksaniz uzaksanız
hoslanmayıp hoşlanmayıp
yansitmaktadir yansıtmaktadır
çikmasini çıkmasını
boyluymus boyluymuş
baslangicina başlangıcına
yasamini yaşamını
hastaligimiza hastalığımıza
alamiyorum alamıyorum
Over Över
hayraniniz hayranınız
adiyorum adıyorum
acimaz acımaz
karısmaması karışmaması
icerir içerir
BILINCALTIMIZA BİLİNÇALTIMIZA
hayraninin hayranının
kotarilamamis kotarılamamış
çöküsü çöküşü
escinsellik eşcinsellik
icerik içerik
yasayacagim yasayacağım
aciklayayim açıklayayım
gelismenin gelişmenin
saniyordum sanıyordum
alcagini alçağını
pit pıt
çalmis çalmış
yasanabildigini yaşanabildiğini
dakikanizin dakikanızın
Kralligi Krallığı
şarapçiya şarapçıya
igrençliği iğrençliği
adayligini adaylığını
HIKAYEDE HİKAYEDE
yapimlarla yapımlarla
kurtarsin kurtarsın
cevapsiz cevapsız
çalismalarini çalışmalarını
varmamizi varmamızı
yaris yariş
asinaysaniz asınaysanız
kasabanin kasabanın
com çöm
sarsilir sarsılır
asirda asırda
yazamayacaksaniz yazamayacaksanız
oldurmesi öldürmesi
Zalım Zalim
basyapitlarin başyapıtların
promiyerini prömiyerini
kıkır kikir
asktan aşktan
yuregi yüreği
korelilerin körelilerin
duygularinizin duygularınızın
çarpacaği çarpacağı
ambiyansi ambiyansı
asıldıgı aşıldığı
yoklasana yoklaşana
dönüstürülmesi dönüştürülmesi
NINE NİNE
sıkmadiği sıkmadığı
anlatimindan anlatımından
fazlas fazlaş
basaramamasinin başaramamasının
yendigini yendiğini
izlemisini izlemişini
örtüstügünü örtüştüğünü
enteresandi enteresandı
gelistirmistir geliştirmiştir
oglanmıs oğlanmış
söyleyecegim söyleyeceğim
savasinda savaşında
doguyor doğuyor
kullanmislar kullanmışlar
geçmisten geçmişten
katkidir katkıdır
basyapitlar başyapıtlar
süpheli şüpheli
insanlarimiza insanlarımıza
begenmiyordu beğenmiyordu
girememis girememiş
GIBI GİBİ
huzunlendiren hüzünlendiren
yayınladiği yayınladığı
Tosca Tosça
kalindigi kalındığı
etmege etmeğe
Ceceli Çeçeli
agladi ağladı
çagda çağda
paranızi paranızı
Düsler Düşler
ovguler övgüler
alacagini alacağını
karsilasilabilecek karşılaşılabilecek
başlıga başlığa
calisilmamali çalışılmamalı
yapimlarin yapımların
olaylarina olaylarına
uyarlanmistir uyarlanmıştır
aksanli aksanlı
guldurerek güldürerek
gozunuzu gözünüzü
Istediği İstediği
taniyanlar tanıyanlar
alacagina alacağına
aydınlatıldıgı aydınlatıldığı
olabilecegin olabileceğin
pici piçi
tarafiyla tarafıyla
sayfalari sayfaları
iceren içeren
açikcasi açıkçası
gülemeyeceginizi gülemeyeceğinizi
dagitip dağıtıp
birakmam bırakmam
gozunuze gözünüze
karsinda karşında
patlattiklarini patlattıklarını
sikletinde sıkletinde
siginmasi sığınması
yarisiyla yarısıyla
edebildigim edebildiğim
örnegiydi örneğiydi
almadigim almadığım
Ister İster
atmalarina atmalarına
Isten İsten
Iyi Iyı
kopariyor koparıyor
calisilmis çalışılmış
onbasiya onbaşıya
Destin Deştin
elestirenleri eleştirenleri
sahnesindekı sahnesindeki
kaybim kaybım
kacabiliyor kaçabiliyor
yatirirlar yatırırlar
elestirenlere eleştirenlere
aktarilamamis aktarılamamış
amacsizca amaçsızca
bulusuruz buluşuruz
özelligini özelliğini
vaktınıze vaktinize
Çarina Çarına
gunlerimdeki günlerimdeki
bulamadigim bulamadığım
uyusturucuların uyuşturucuların
sanatsallikla sanatsallıkla
